date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2019-01-24,0,-21,0.0,3.0,2,73,09:23 PM,10:27 AM,08:38 AM,04:46 PM,-17,-21,-17,-21,13,81,96,0.0,1019,0,4,0,6,moscow
2019-01-25,0,-20,0.0,6.8,2,66,10:48 PM,10:48 AM,08:36 AM,04:48 PM,-16,-20,-16,-20,12,65,94,0.0,1027,0,7,0,7,moscow
2019-01-26,0,-18,8.2,3.1,2,59,No moonrise,11:06 AM,08:34 AM,04:50 PM,-13,-20,-13,-20,30,100,92,9.7,1019,0,6,0,19,moscow
2019-01-27,0,-14,10.5,3.1,2,51,12:10 AM,11:25 AM,08:33 AM,04:52 PM,-8,-14,-8,-14,24,100,94,12.4,1006,0,2,0,17,moscow
2019-01-28,0,-13,1.3,3.1,2,44,01:30 AM,11:44 AM,08:31 AM,04:54 PM,-9,-13,-9,-13,13,100,96,2.6,1012,0,4,0,9,moscow
2019-01-29,0,-10,0.2,3.1,2,37,02:46 AM,12:06 PM,08:29 AM,04:56 PM,-4,-8,-4,-8,18,100,95,0.6,1014,0,8,0,13,moscow
2019-01-30,0,-5,7.1,3.1,2,30,04:00 AM,12:32 PM,08:28 AM,04:58 PM,-3,-7,-3,-7,19,100,96,8.4,1015,0,3,0,13,moscow
2019-01-31,0,-3,0.3,3.3,2,26,05:09 AM,01:04 PM,08:26 AM,05:01 PM,0,-4,0,-4,20,100,97,7.0,1015,0,7,0,13,moscow
2019-02-01,0,-4,0.7,3.3,2,8,06:10 AM,01:44 PM,08:24 AM,05:03 PM,-3,-6,-2,-6,11,100,97,0.8,1019,0,7,0,8,moscow
2019-02-02,0,-7,0.7,3.3,2,1,07:03 AM,02:32 PM,08:22 AM,05:05 PM,-5,-7,-5,-7,9,100,97,0.9,1021,0,7,0,6,moscow
2019-02-03,0,-6,0.4,3.3,2,0,07:46 AM,03:30 PM,08:20 AM,05:07 PM,-1,-4,-1,-4,16,100,98,3.7,1021,0,6,0,11,moscow
2019-02-04,0,-4,0.0,3.3,2,0,08:20 AM,04:32 PM,08:18 AM,05:09 PM,1,-2,1,-2,18,100,100,1.8,1020,0,3,0,11,moscow
2019-02-05,0,-9,0.4,6.9,2,0,08:48 AM,05:39 PM,08:16 AM,05:11 PM,-4,-7,-4,-7,18,59,92,0.8,1027,0,11,0,11,moscow
2019-02-06,0,-10,0.1,3.4,2,7,09:10 AM,06:48 PM,08:14 AM,05:14 PM,-7,-10,-7,-10,11,82,96,0.3,1025,0,4,0,7,moscow
2019-02-07,0,-8,0.1,3.4,2,14,09:29 AM,07:57 PM,08:12 AM,05:16 PM,-5,-7,-4,-7,10,85,94,0.2,1020,0,8,0,6,moscow
2019-02-08,0,-8,0.0,6.9,2,22,09:45 AM,09:07 PM,08:10 AM,05:18 PM,-7,-11,-6,-11,19,64,92,0.0,1020,0,8,0,11,moscow
2019-02-09,0,-9,0.5,3.4,2,29,10:00 AM,10:17 PM,08:08 AM,05:20 PM,-7,-11,-6,-11,19,95,94,0.6,1015,0,17,0,12,moscow
2019-02-10,0,-7,0.9,3.4,2,37,10:15 AM,11:29 PM,08:06 AM,05:22 PM,-6,-10,-5,-10,20,99,90,1.0,1018,0,11,0,14,moscow
2019-02-11,0,-8,0.5,3.5,2,44,10:31 AM,No moonset,08:04 AM,05:25 PM,-4,-8,-3,-8,23,94,93,0.7,1015,0,10,0,15,moscow
2019-02-12,0,-6,3.2,3.5,2,52,10:50 AM,12:42 AM,08:02 AM,05:27 PM,-1,-5,-0,-5,30,100,93,3.8,1011,0,5,0,19,moscow
2019-02-13,0,-6,16.5,3.5,2,60,11:13 AM,01:58 AM,08:00 AM,05:29 PM,-2,-5,-2,-5,18,98,94,19.4,1010,0,4,0,12,moscow
2019-02-14,0,-11,0.1,7.0,2,67,11:43 AM,03:14 AM,07:57 AM,05:31 PM,-7,-11,-7,-11,17,71,93,0.1,1022,0,12,0,10,moscow
2019-02-15,0,-7,0.6,3.7,2,75,12:22 PM,04:29 AM,07:55 AM,05:33 PM,-1,-5,-0,-5,35,95,91,0.9,1016,0,10,0,21,moscow
2019-02-16,0,-2,0.1,3.7,2,82,01:16 PM,05:39 AM,07:53 AM,05:36 PM,-0,-3,1,-3,25,96,93,0.5,1013,0,14,0,16,moscow
2019-02-17,0,-1,0.3,3.7,2,90,02:25 PM,06:38 AM,07:51 AM,05:38 PM,-2,-5,0,-5,37,74,84,0.8,1001,0,13,0,23,moscow
2019-02-18,0,-8,0.3,3.7,2,97,03:48 PM,07:24 AM,07:48 AM,05:40 PM,-7,-10,-4,-10,30,77,83,0.5,1016,0,11,0,20,moscow
2019-02-19,0,-10,0.0,8.7,2,100,05:18 PM,07:59 AM,07:46 AM,05:42 PM,-7,-10,-5,-10,25,27,84,0.0,1017,0,11,0,15,moscow
2019-02-20,0,-3,0.8,3.8,2,88,06:49 PM,08:27 AM,07:44 AM,05:44 PM,-1,-4,1,-4,30,97,92,1.0,1001,0,7,0,19,moscow
2019-02-21,0,-8,2.3,3.8,2,80,08:18 PM,08:49 AM,07:41 AM,05:46 PM,-5,-9,-3,-9,30,100,87,4.5,999,0,3,0,22,moscow
2019-02-22,0,-10,2.2,3.8,2,73,09:46 PM,09:09 AM,07:39 AM,05:48 PM,-11,-17,-9,-17,36,91,83,3.6,1016,0,4,0,25,moscow
2019-02-23,0,-12,0.4,7.1,2,65,11:10 PM,09:28 AM,07:37 AM,05:51 PM,-10,-15,-9,-15,21,71,89,0.5,1031,0,17,0,13,moscow
2019-02-24,0,-10,1.7,3.8,2,57,No moonrise,09:47 AM,07:34 AM,05:53 PM,-3,-6,-2,-6,17,99,96,2.2,1023,0,7,0,11,moscow
2019-02-25,0,0,2.1,3.8,2,50,12:30 AM,10:08 AM,07:32 AM,05:55 PM,-0,-4,1,-4,25,100,93,2.5,1008,0,4,0,16,moscow
2019-02-26,0,-1,2.6,3.9,2,42,01:48 AM,10:33 AM,07:29 AM,05:57 PM,-1,-4,0,-4,26,100,91,3.1,1005,0,4,0,17,moscow
2019-02-27,0,-6,0.3,5.5,2,35,03:00 AM,11:04 AM,07:27 AM,05:59 PM,-6,-9,-4,-9,19,88,89,0.5,1012,0,9,0,13,moscow
2019-02-28,0,-7,2.1,5.4,2,27,04:04 AM,11:42 AM,07:25 AM,06:01 PM,-1,-4,-1,-4,18,100,94,2.6,989,0,5,0,13,moscow
2019-03-01,0,-5,4.0,5.4,2,26,05:01 AM,12:28 PM,07:22 AM,06:03 PM,-2,-4,-1,-4,13,100,96,5.2,988,0,2,0,10,moscow
2019-03-02,0,-12,0.0,5.4,2,19,05:47 AM,01:22 PM,07:20 AM,06:05 PM,-9,-14,-8,-14,17,80,91,0.0,1005,0,10,0,12,moscow
2019-03-03,0,-9,2.3,5.5,2,12,06:23 AM,02:23 PM,07:17 AM,06:07 PM,-6,-11,-5,-11,29,73,89,4.8,1000,0,5,0,19,moscow
2019-03-04,0,-9,0.5,5.5,2,4,06:52 AM,03:29 PM,07:14 AM,06:09 PM,-5,-7,-4,-7,13,85,94,0.7,996,0,7,0,8,moscow
2019-03-05,0,-5,0.0,5.5,2,0,07:16 AM,04:37 PM,07:12 AM,06:11 PM,1,-3,1,-3,26,100,97,10.3,990,0,7,0,16,moscow
2019-03-06,0,-7,2.1,8.6,2,0,07:35 AM,05:47 PM,07:09 AM,06:13 PM,-5,-9,-3,-9,26,68,83,2.6,1001,0,7,0,19,moscow
2019-03-07,0,-10,0.0,8.6,2,3,07:52 AM,06:57 PM,07:07 AM,06:16 PM,-8,-12,-6,-12,22,44,84,0.0,1022,0,10,0,15,moscow
2019-03-08,0,-4,0.3,5.6,2,10,08:07 AM,08:08 PM,07:04 AM,06:18 PM,-1,-5,-0,-5,30,98,92,4.8,1010,0,8,0,19,moscow
2019-03-09,0,-2,0.1,7.1,2,17,08:22 AM,09:20 PM,07:02 AM,06:20 PM,-0,-2,2,-2,29,80,83,0.5,1005,0,10,0,18,moscow
2019-03-10,0,-1,1.7,5.8,2,24,08:37 AM,10:32 PM,06:59 AM,06:22 PM,-0,-3,1,-3,22,89,92,3.0,1000,0,8,0,14,moscow
2019-03-11,0,-1,6.2,5.8,2,32,08:55 AM,11:47 PM,06:56 AM,06:24 PM,0,-3,1,-3,15,94,96,7.4,994,0,7,0,10,moscow
2019-03-12,0,-4,0.3,8.7,2,39,09:16 AM,No moonset,06:54 AM,06:26 PM,-5,-7,-3,-7,16,56,83,0.7,1003,0,9,0,12,moscow
2019-03-13,0,-7,0.6,8.7,2,46,09:42 AM,01:02 AM,06:51 AM,06:28 PM,-6,-8,-4,-8,12,56,85,0.8,1011,0,9,0,9,moscow
2019-03-14,0,-6,0.0,8.8,2,54,10:16 AM,02:16 AM,06:49 AM,06:30 PM,-5,-7,-3,-7,16,39,89,0.0,1017,0,10,0,11,moscow
2019-03-15,0,-6,0.3,5.9,2,61,11:03 AM,03:26 AM,06:46 AM,06:32 PM,-3,-6,-2,-6,25,99,89,0.5,1014,0,9,0,16,moscow
2019-03-16,0,-4,0.9,6.0,2,68,12:03 PM,04:27 AM,06:43 AM,06:34 PM,-3,-7,-2,-7,21,97,92,1.1,1007,0,6,0,15,moscow
2019-03-17,0,-3,0.3,6.0,2,75,01:18 PM,05:17 AM,06:41 AM,06:36 PM,-2,-5,-1,-5,18,98,94,0.3,1011,0,17,0,12,moscow
2019-03-18,0,-1,0.3,6.0,2,83,02:42 PM,05:55 AM,06:38 AM,06:38 PM,0,-3,1,-3,25,92,93,0.5,1019,0,19,0,16,moscow
2019-03-19,0,-3,0.0,6.0,2,90,04:11 PM,06:25 AM,06:35 AM,06:40 PM,2,-2,2,-2,23,98,96,17.0,1019,0,7,0,14,moscow
2019-03-20,0,-0,0.1,7.4,2,97,05:42 PM,06:49 AM,06:33 AM,06:42 PM,-0,-2,1,-2,18,77,89,0.2,1023,0,8,0,11,moscow
2019-03-21,0,-1,0.4,6.1,2,100,07:12 PM,07:10 AM,06:30 AM,06:44 PM,-1,-3,1,-3,15,87,88,1.0,1020,0,8,0,10,moscow
2019-03-22,0,-2,10.0,6.1,2,88,08:39 PM,07:29 AM,06:28 AM,06:46 PM,-1,-4,1,-4,28,88,89,11.8,1011,0,5,0,18,moscow
2019-03-23,0,-3,1.2,6.1,2,81,10:04 PM,07:48 AM,06:25 AM,06:48 PM,-0,-2,1,-2,19,90,90,1.4,1019,0,7,0,13,moscow
2019-03-24,0,-1,3.7,6.1,2,74,11:27 PM,08:08 AM,06:22 AM,06:50 PM,-1,-3,0,-3,20,90,92,6.6,1012,0,6,0,13,moscow
2019-03-25,0,-1,0.0,11.6,2,66,No moonrise,08:32 AM,06:20 AM,06:52 PM,-2,-3,1,-3,19,33,83,0.0,1007,0,10,0,13,moscow
2019-03-26,0,-1,0.7,6.2,2,59,12:44 AM,09:01 AM,06:17 AM,06:54 PM,-1,-2,1,-2,17,93,88,1.2,1005,0,8,0,10,moscow
2019-03-27,0,-3,0.2,8.9,2,52,01:54 AM,09:37 AM,06:15 AM,06:57 PM,-4,-5,-1,-5,16,43,79,0.3,1014,0,10,0,11,moscow
2019-03-28,0,-2,0.4,8.9,2,45,02:55 AM,10:20 AM,06:12 AM,06:59 PM,-4,-4,-0,-4,19,80,76,0.7,1021,0,16,0,14,moscow
2019-03-29,0,-1,0.4,6.5,2,37,03:46 AM,11:13 AM,06:09 AM,07:01 PM,-0,-1,1,-1,12,91,91,1.5,1017,0,16,0,8,moscow
2019-03-30,0,1,0.0,6.5,2,30,04:25 AM,12:12 PM,06:07 AM,07:03 PM,2,-0,3,-0,22,85,92,0.8,1012,0,18,0,14,moscow
2019-03-31,0,2,0.0,9.1,2,26,04:57 AM,01:18 PM,06:04 AM,07:05 PM,3,4,7,4,26,44,80,0.8,1009,0,11,0,17,moscow
2019-04-01,0,1,1.1,6.5,2,9,05:22 AM,02:25 PM,06:02 AM,07:07 PM,-1,-1,3,-1,25,77,76,1.7,1015,0,9,0,18,moscow
2019-04-02,0,-1,0.0,13.5,2,1,05:42 AM,03:35 PM,05:59 AM,07:09 PM,-3,0,3,0,14,19,67,0.0,1028,0,10,0,10,moscow
2019-04-03,0,1,0.0,10.9,2,0,05:59 AM,04:45 PM,05:57 AM,07:11 PM,-1,1,4,1,11,43,72,0.0,1029,0,10,0,9,moscow
2019-04-04,0,1,0.0,13.3,2,0,06:14 AM,05:56 PM,05:54 AM,07:13 PM,-0,1,4,1,15,42,76,0.0,1025,0,10,0,11,moscow
2019-04-05,0,1,0.0,8.5,2,0,06:29 AM,07:09 PM,05:51 AM,07:15 PM,1,1,3,1,15,94,83,0.6,1023,0,9,0,11,moscow
2019-04-06,0,1,0.0,8.6,2,6,06:44 AM,08:22 PM,05:49 AM,07:17 PM,-0,2,4,2,13,81,76,1.3,1026,0,10,0,9,moscow
2019-04-07,0,1,0.0,13.3,2,14,07:01 AM,09:37 PM,05:46 AM,07:19 PM,-2,4,5,4,9,46,65,0.1,1022,0,10,0,7,moscow
2019-04-08,0,2,0.0,8.6,2,21,07:21 AM,10:53 PM,05:44 AM,07:21 PM,1,3,6,3,24,69,68,3.6,1017,0,7,0,16,moscow
2019-04-09,0,2,0.0,8.6,2,29,07:45 AM,No moonset,05:41 AM,07:23 PM,6,9,10,9,23,85,75,7.5,1011,0,10,0,15,moscow
2019-04-10,0,8,0.0,8.7,2,36,08:16 AM,12:08 AM,05:39 AM,07:25 PM,7,8,10,8,13,79,84,2.7,1011,0,10,0,9,moscow
2019-04-11,0,4,0.0,13.9,2,44,08:57 AM,01:20 AM,05:36 AM,07:27 PM,-0,6,8,6,11,11,60,0.0,1018,0,10,0,8,moscow
2019-04-12,0,3,0.4,9.9,2,52,09:52 AM,02:23 AM,05:34 AM,07:29 PM,-1,2,5,2,21,73,62,1.5,1021,0,9,0,16,moscow
2019-04-13,0,2,0.1,9.9,2,59,11:00 AM,03:15 AM,05:31 AM,07:31 PM,-3,1,4,1,22,78,61,0.2,1023,0,10,0,17,moscow
2019-04-14,0,2,4.3,8.8,2,67,12:18 PM,03:56 AM,05:29 AM,07:33 PM,-2,-1,3,-1,25,100,70,5.8,1025,0,6,0,18,moscow
2019-04-15,0,2,2.6,13.4,2,74,01:44 PM,04:27 AM,05:26 AM,07:35 PM,-2,2,5,2,20,49,60,3.3,1027,0,7,0,15,moscow
2019-04-16,0,4,0.0,13.4,2,82,03:12 PM,04:52 AM,05:24 AM,07:37 PM,0,4,7,4,17,34,65,0.0,1028,0,10,0,13,moscow
2019-04-17,0,4,0.0,14.2,2,89,04:39 PM,05:13 AM,05:21 AM,07:39 PM,-3,5,7,5,13,34,52,0.0,1033,0,10,0,10,moscow
2019-04-18,0,5,0.0,10.0,2,97,06:07 PM,05:32 AM,05:19 AM,07:41 PM,-2,6,8,6,12,72,51,0.6,1029,0,10,0,9,moscow
2019-04-19,0,4,0.0,14.3,2,100,07:34 PM,05:50 AM,05:16 AM,07:43 PM,-3,7,8,7,10,22,49,0.0,1031,0,10,0,8,moscow
2019-04-20,0,5,0.0,8.9,2,88,08:58 PM,06:09 AM,05:14 AM,07:45 PM,-1,8,9,8,11,77,50,0.2,1025,0,9,0,8,moscow
2019-04-21,0,7,0.0,14.4,2,81,10:20 PM,06:31 AM,05:11 AM,07:47 PM,-1,12,12,12,9,24,43,0.0,1027,0,10,0,6,moscow
2019-04-22,0,9,0.0,14.4,2,73,11:37 PM,06:57 AM,05:09 AM,07:49 PM,0,14,14,14,8,19,40,0.0,1029,0,10,0,6,moscow
2019-04-23,0,10,0.0,13.4,2,65,No moonrise,07:30 AM,05:06 AM,07:51 PM,3,14,14,14,18,51,47,0.0,1028,0,10,0,13,moscow
2019-04-24,0,11,0.0,14.5,2,58,12:44 AM,08:10 AM,05:04 AM,07:53 PM,3,16,17,16,15,19,44,0.0,1027,0,10,0,11,moscow
2019-04-25,0,14,0.0,14.5,2,50,01:41 AM,09:00 AM,05:02 AM,07:55 PM,5,18,19,18,11,26,44,1.0,1024,0,10,0,8,moscow
2019-04-26,0,15,0.0,14.5,2,43,02:25 AM,09:58 AM,04:59 AM,07:57 PM,3,18,19,18,5,40,37,3.9,1021,0,17,0,4,moscow
2019-04-27,0,15,0.0,12.5,2,35,03:00 AM,11:02 AM,04:57 AM,07:59 PM,6,18,19,18,16,54,46,3.2,1012,0,19,0,12,moscow
2019-04-28,0,8,0.0,12.6,2,28,03:27 AM,12:10 PM,04:54 AM,08:01 PM,0,8,10,8,22,42,54,0.2,1016,0,19,0,19,moscow
2019-04-29,0,4,0.0,14.5,2,20,03:49 AM,01:20 PM,04:52 AM,08:03 PM,-8,5,7,5,14,13,35,0.0,1024,0,20,0,12,moscow
2019-04-30,0,6,0.0,14.5,2,13,04:06 AM,02:29 PM,04:50 AM,08:05 PM,-6,10,10,10,5,21,33,0.0,1021,0,18,0,4,moscow
2019-05-01,0,7,0.0,14.5,2,12,04:22 AM,03:41 PM,04:48 AM,08:07 PM,-3,9,11,9,16,22,39,0.0,1014,0,20,0,13,moscow
2019-05-02,0,7,0.0,9.8,2,5,04:36 AM,04:53 PM,04:45 AM,08:09 PM,4,7,9,7,19,89,72,7.4,998,0,16,0,15,moscow
2019-05-03,0,9,0.0,11.7,2,0,04:51 AM,06:06 PM,04:43 AM,08:11 PM,4,9,11,9,26,62,62,0.6,998,0,16,0,20,moscow
2019-05-04,0,9,0.0,14.5,2,0,05:07 AM,07:22 PM,04:41 AM,08:13 PM,2,11,12,11,10,46,53,1.6,1009,0,13,0,8,moscow
2019-05-05,0,10,0.0,12.6,2,2,05:25 AM,08:39 PM,04:39 AM,08:15 PM,9,16,16,16,18,63,66,1.5,1012,0,11,0,14,moscow
2019-05-06,0,14,0.0,14.5,2,9,05:47 AM,09:57 PM,04:37 AM,08:17 PM,10,18,18,18,18,43,62,2.2,1013,0,13,0,12,moscow
2019-05-07,0,15,0.0,14.5,2,17,06:16 AM,11:12 PM,04:34 AM,08:19 PM,10,20,20,20,14,22,55,0.0,1008,0,13,0,10,moscow
2019-05-08,0,16,0.0,9.9,2,24,06:54 AM,No moonset,04:32 AM,08:21 PM,13,18,18,18,14,72,72,16.5,1010,0,11,0,9,moscow
2019-05-09,0,15,0.0,10.0,2,31,07:45 AM,12:20 AM,04:30 AM,08:23 PM,13,19,19,19,20,77,72,7.5,1013,0,11,0,13,moscow
2019-05-10,0,17,0.0,10.0,2,39,08:49 AM,01:16 AM,04:28 AM,08:25 PM,14,19,20,19,20,75,74,10.8,1014,0,11,0,13,moscow
2019-05-11,0,17,0.0,12.7,2,46,10:04 AM,02:00 AM,04:26 AM,08:26 PM,12,18,18,18,28,55,68,9.9,1011,0,12,0,20,moscow
2019-05-12,0,14,0.0,14.5,2,53,11:27 AM,02:32 AM,04:24 AM,08:28 PM,10,19,20,19,8,22,59,0.0,1023,0,13,0,6,moscow
2019-05-13,0,15,0.0,14.5,2,60,12:52 PM,02:58 AM,04:22 AM,08:30 PM,11,19,20,19,14,15,61,0.0,1023,0,13,0,11,moscow
2019-05-14,0,14,0.0,10.1,2,68,02:18 PM,03:19 AM,04:20 AM,08:32 PM,13,16,17,16,16,97,77,1.1,1018,0,11,0,13,moscow
2019-05-15,0,15,0.0,10.1,2,75,03:43 PM,03:38 AM,04:19 AM,08:34 PM,12,16,16,16,21,67,75,5.5,1018,0,10,0,16,moscow
2019-05-16,0,10,0.0,12.7,2,82,05:08 PM,03:55 AM,04:17 AM,08:36 PM,2,12,14,12,23,45,48,4.2,1023,0,13,0,18,moscow
2019-05-17,0,13,0.0,14.5,2,89,06:32 PM,04:12 AM,04:15 AM,08:38 PM,2,16,17,16,9,4,38,0.0,1026,0,13,0,8,moscow
2019-05-18,0,13,0.0,14.5,2,97,07:55 PM,04:32 AM,04:13 AM,08:39 PM,5,17,18,17,14,11,46,0.0,1020,0,13,0,12,moscow
2019-05-19,0,13,0.0,14.5,2,100,09:15 PM,04:56 AM,04:12 AM,08:41 PM,3,16,16,16,16,9,45,0.0,1020,0,13,0,14,moscow
2019-05-20,0,13,0.0,14.5,2,89,10:27 PM,05:25 AM,04:10 AM,08:43 PM,4,18,18,18,10,14,40,0.0,1022,0,13,0,8,moscow
2019-05-21,0,13,0.0,13.6,2,81,11:31 PM,06:01 AM,04:08 AM,08:45 PM,8,19,19,19,15,47,50,0.1,1020,0,12,0,11,moscow
2019-05-22,0,16,0.0,13.6,2,74,No moonrise,06:47 AM,04:07 AM,08:46 PM,11,20,21,20,17,47,58,1.0,1011,0,12,0,13,moscow
2019-05-23,0,17,0.0,12.8,2,67,12:21 AM,07:43 AM,04:05 AM,08:48 PM,13,20,21,20,12,53,63,1.9,1004,0,11,0,9,moscow
2019-05-24,0,11,0.0,14.5,2,60,01:01 AM,08:45 AM,04:04 AM,08:50 PM,6,15,16,15,17,36,55,0.2,1012,0,13,0,14,moscow
2019-05-25,0,11,0.0,12.0,2,52,01:31 AM,09:53 AM,04:02 AM,08:51 PM,9,15,16,15,23,66,66,0.1,1010,0,12,0,19,moscow
2019-05-26,0,15,0.0,11.2,2,45,01:54 AM,11:02 AM,04:01 AM,08:53 PM,12,18,19,18,12,77,70,3.7,1004,0,12,0,9,moscow
2019-05-27,0,14,0.0,12.0,2,38,02:13 AM,12:12 PM,04:00 AM,08:55 PM,9,17,17,17,23,48,58,0.2,1009,0,13,0,18,moscow
2019-05-28,0,16,0.0,14.5,2,31,02:29 AM,01:23 PM,03:58 AM,08:56 PM,14,22,22,22,19,26,62,0.0,1015,0,12,0,14,moscow
2019-05-29,0,19,0.0,14.5,2,23,02:44 AM,02:34 PM,03:57 AM,08:58 PM,15,24,24,24,22,25,59,0.0,1017,0,13,0,17,moscow
2019-05-30,0,20,0.0,12.2,2,16,02:58 AM,03:47 PM,03:56 AM,08:59 PM,15,24,24,24,16,56,62,3.5,1018,0,11,0,12,moscow
2019-05-31,0,16,0.0,15.2,2,12,03:13 AM,05:01 PM,03:55 AM,09:00 PM,15,20,21,20,12,60,71,4.4,1017,0,12,0,9,moscow
2019-06-01,0,17,0.0,16.0,2,0,03:30 AM,06:18 PM,03:54 AM,09:02 PM,10,20,21,20,14,38,52,0.1,1018,0,20,0,11,moscow
2019-06-02,0,16,0.0,15.3,2,0,03:50 AM,07:38 PM,03:53 AM,09:03 PM,12,21,22,21,15,43,55,0.9,1016,0,11,0,12,moscow
2019-06-03,0,16,0.0,17.4,2,0,04:15 AM,08:56 PM,03:52 AM,09:04 PM,9,18,19,18,18,29,56,0.3,1017,0,13,0,15,moscow
2019-06-04,0,16,0.0,17.4,2,6,04:50 AM,10:09 PM,03:51 AM,09:06 PM,7,21,21,21,8,3,42,0.0,1025,0,13,0,7,moscow
2019-06-05,0,16,0.0,17.4,2,13,05:36 AM,11:12 PM,03:50 AM,09:07 PM,12,22,23,22,11,2,54,0.0,1025,0,13,0,10,moscow
2019-06-06,0,21,0.0,17.4,2,21,06:37 AM,No moonset,03:49 AM,09:08 PM,14,26,27,26,8,1,52,0.0,1024,0,13,0,7,moscow
2019-06-07,0,21,0.0,17.4,2,28,07:51 AM,12:01 AM,03:49 AM,09:09 PM,14,27,27,27,7,5,48,0.0,1024,0,13,0,6,moscow
2019-06-08,0,22,0.0,17.4,2,36,09:13 AM,12:37 AM,03:48 AM,09:10 PM,14,26,27,26,6,38,48,0.1,1024,0,13,0,5,moscow
2019-06-09,0,23,0.0,16.7,2,44,10:38 AM,01:05 AM,03:47 AM,09:11 PM,16,27,27,27,10,44,52,1.1,1023,0,16,0,8,moscow
2019-06-10,0,22,0.0,14.6,2,51,12:04 PM,01:28 AM,03:47 AM,09:12 PM,15,25,26,25,12,60,54,3.2,1022,0,18,0,10,moscow
2019-06-11,0,22,0.0,17.4,2,59,01:28 PM,01:46 AM,03:46 AM,09:13 PM,13,26,26,26,9,7,48,0.0,1022,0,18,0,7,moscow
2019-06-12,0,17,0.0,16.0,2,66,02:51 PM,02:03 AM,03:46 AM,09:14 PM,11,23,23,23,11,41,49,0.6,1020,0,17,0,9,moscow
2019-06-13,0,12,0.0,17.4,2,74,04:14 PM,02:19 AM,03:45 AM,09:15 PM,4,16,17,16,18,18,44,1.9,1026,0,20,0,15,moscow
2019-06-14,0,14,0.0,14.7,2,81,05:36 PM,02:37 AM,03:45 AM,09:15 PM,11,19,20,19,20,50,60,19.0,1019,0,20,0,14,moscow
2019-06-15,0,15,0.0,13.3,2,89,06:55 PM,02:59 AM,03:45 AM,09:16 PM,13,18,18,18,7,88,74,0.1,1014,0,16,0,6,moscow
2019-06-16,0,15,0.0,16.0,2,96,08:10 PM,03:24 AM,03:45 AM,09:16 PM,11,20,21,20,14,50,61,1.0,1014,0,19,0,11,moscow
2019-06-17,0,18,0.0,17.4,2,100,09:18 PM,03:57 AM,03:45 AM,09:17 PM,12,21,22,21,11,34,55,0.1,1015,0,20,0,9,moscow
2019-06-18,0,19,0.0,16.7,2,89,10:14 PM,04:38 AM,03:44 AM,09:17 PM,13,23,23,23,16,43,55,0.2,1013,0,18,0,12,moscow
2019-06-19,0,20,0.0,17.4,2,81,10:59 PM,05:30 AM,03:44 AM,09:18 PM,11,24,24,24,14,12,45,0.0,1016,0,14,0,11,moscow
2019-06-20,0,21,0.0,17.4,2,73,11:33 PM,06:30 AM,03:45 AM,09:18 PM,12,26,27,26,10,9,44,0.0,1017,0,10,0,8,moscow
2019-06-21,0,22,0.0,17.4,2,66,11:59 PM,07:37 AM,03:45 AM,09:18 PM,14,25,26,25,15,31,50,0.0,1017,0,10,0,12,moscow
2019-06-22,0,22,0.0,16.7,2,58,No moonrise,08:46 AM,03:45 AM,09:18 PM,17,26,27,26,19,40,57,0.3,1015,0,10,0,16,moscow
2019-06-23,0,21,0.0,17.4,2,51,12:19 AM,09:56 AM,03:45 AM,09:19 PM,11,23,23,23,17,26,50,0.0,1020,0,10,0,14,moscow
2019-06-24,0,19,0.0,17.4,2,43,12:36 AM,11:06 AM,03:46 AM,09:19 PM,8,22,22,22,17,25,42,0.0,1023,0,10,0,13,moscow
2019-06-25,0,17,0.0,17.4,2,36,12:51 AM,12:16 PM,03:46 AM,09:19 PM,7,20,20,20,17,27,44,0.0,1027,0,10,0,14,moscow
2019-06-26,0,16,0.0,14.0,2,28,01:05 AM,01:28 PM,03:46 AM,09:19 PM,10,18,18,18,9,67,61,4.2,1022,0,10,0,8,moscow
2019-06-27,0,12,0.0,14.7,2,21,01:19 AM,02:40 PM,03:47 AM,09:18 PM,12,15,16,15,19,77,81,6.9,1006,0,9,0,15,moscow
2019-06-28,0,9,0.0,13.3,2,13,01:35 AM,03:55 PM,03:47 AM,09:18 PM,11,13,14,13,29,100,83,15.9,991,0,9,0,22,moscow
2019-06-29,0,7,0.0,14.0,2,6,01:53 AM,05:13 PM,03:48 AM,09:18 PM,6,8,11,8,32,92,74,9.9,998,0,7,0,24,moscow
2019-06-30,0,7,0.0,14.6,2,0,02:15 AM,06:32 PM,03:49 AM,09:18 PM,7,15,15,15,20,56,57,2.9,1006,0,10,0,15,moscow
2019-07-01,0,15,0.0,16.0,2,0,02:44 AM,07:49 PM,03:50 AM,09:17 PM,13,20,21,20,20,47,63,1.2,1005,0,10,0,15,moscow
2019-07-02,0,18,0.0,17.4,2,0,03:26 AM,08:57 PM,03:50 AM,09:17 PM,10,21,21,21,23,28,53,0.1,1002,0,10,0,19,moscow
2019-07-03,0,14,0.0,16.0,2,2,04:20 AM,09:54 PM,03:51 AM,09:16 PM,9,17,17,17,28,44,60,0.6,1003,0,10,0,23,moscow
